AUDITUSER,AUDITTIMESTAMP,EGROUPID,USERID,ACCESSLEVEL
OPSSYS_BD,"2024-02-19 14:00:03.663",2,350,2
OPSSYS_BD,"2024-02-19 14:00:03.667",3,350,2
OPSSYS_BD,"2024-02-19 14:00:03.670",1,377,2
OPSSYS_BD,"2024-02-19 14:00:03.670",2,377,2
OPSSYS_BD,"2024-02-19 14:00:03.670",3,377,2
OPSSYS_BD,"2024-02-19 14:00:03.680",1,378,2
OPSSYS_BD,"2024-02-19 14:00:03.687",2,378,2
OPSSYS_BD,"2024-02-19 14:00:03.690",3,378,2
OPSSYS_BD,"2024-02-19 14:00:03.690",1,379,2
OPSSYS_BD,"2024-02-19 14:00:03.690",2,379,2
OPSSYS_BD,"2024-02-19 14:00:03.693",3,379,2
OPSSYS_BD,"2024-02-19 14:00:03.693",1,380,2
OPSSYS_BD,"2024-02-19 14:00:03.697",2,380,2
OPSSYS_BD,"2024-02-19 14:00:03.700",3,380,2
OPSSYS_BD,"2024-02-19 14:00:03.700",1,381,2
OPSSYS_BD,"2024-02-19 14:00:03.720",2,381,2
OPSSYS_BD,"2024-02-19 14:00:03.727",3,381,2
OPSSYS_BD,"2024-02-19 14:00:03.730",1,382,2
OPSSYS_BD,"2024-02-19 14:00:03.743",2,382,2
OPSSYS_BD,"2024-02-19 14:00:03.763",3,382,2
OPSSYS_BD,"2024-02-19 14:00:03.767",1,383,2
OPSSYS_BD,"2024-02-19 14:00:03.770",2,383,2
OPSSYS_BD,"2024-02-19 14:00:03.770",3,383,2
OPSSYS_BD,"2024-02-19 14:00:03.773",1,384,2
OPSSYS_BD,"2024-02-19 14:00:03.777",2,384,2
OPSSYS_BD,"2024-02-19 14:00:03.780",3,384,2
OPSSYS_BD,"2024-02-19 14:00:03.780",1,385,2
OPSSYS_BD,"2024-02-19 14:00:03.780",2,385,2
OPSSYS_BD,"2024-02-19 14:00:03.783",3,385,2
OPSSYS_BD,"2024-02-19 14:00:03.783",1,10480,2
OPSSYS_BD,"2024-02-19 14:00:03.787",2,10480,2
OPSSYS_BD,"2024-02-19 14:00:03.793",3,10480,2
OPSSYS_BD,"2024-02-19 14:00:03.797",1,387,2
OPSSYS_BD,"2024-02-19 14:00:03.797",2,387,2
OPSSYS_BD,"2024-02-19 14:00:03.803",3,387,2
OPSSYS_BD,"2024-02-19 14:00:03.803",1,388,2
OPSSYS_BD,"2024-02-19 14:00:03.807",2,388,2
OPSSYS_BD,"2024-02-19 14:00:03.810",3,388,2
OPSSYS_BD,"2024-02-19 14:00:03.820",1,10488,2
OPSSYS_BD,"2024-02-19 14:00:03.823",2,10488,2
OPSSYS_BD,"2024-02-19 14:00:03.827",3,10488,2
OPSSYS_BD,"2024-02-19 14:00:03.830",1,10498,2
OPSSYS_BD,"2024-02-19 14:00:03.833",2,10498,2
OPSSYS_BD,"2024-02-19 14:00:03.837",3,10498,2
OPSSYS_BD,"2024-02-19 14:00:03.840",1,391,2
OPSSYS_BD,"2024-02-19 14:00:03.843",2,391,2
OPSSYS_BD,"2024-02-19 14:00:03.850",3,391,2
OPSSYS_BD,"2024-02-19 14:00:03.850",1,395,2
OPSSYS_BD,"2024-02-19 14:00:03.853",2,395,2
OPSSYS_BD,"2024-02-19 14:00:03.857",3,395,2
OPSSYS_BD,"2024-02-19 14:00:03.860",1,396,2
OPSSYS_BD,"2024-02-19 14:00:03.860",2,396,2
OPSSYS_BD,"2024-02-19 14:00:03.863",3,396,2
OPSSYS_BD,"2024-02-19 14:00:03.867",1,397,2
OPSSYS_BD,"2024-02-19 14:00:03.870",2,397,2
OPSSYS_BD,"2024-02-19 14:00:03.870",3,397,2
OPSSYS_BD,"2024-02-19 14:00:03.873",1,340,2
OPSSYS_BD,"2024-02-19 14:00:03.877",2,340,2
OPSSYS_BD,"2024-02-19 14:00:03.880",3,340,2
OPSSYS_BD,"2024-02-19 14:00:03.883",1,10434,2
OPSSYS_BD,"2024-02-19 14:00:03.887",2,10434,2
OPSSYS_BD,"2024-02-19 14:00:03.897",3,10434,2
OPSSYS_BD,"2024-02-19 14:00:03.903",1,10486,2
OPSSYS_BD,"2024-02-19 14:00:03.903",2,10486,2
OPSSYS_BD,"2024-02-19 14:00:03.907",3,10486,2
OPSSYS_BD,"2024-02-19 14:00:03.907",1,10504,2
OPSSYS_BD,"2024-02-19 14:00:03.910",2,10504,2
OPSSYS_BD,"2024-02-19 14:00:03.910",3,10504,2
OPSSYS_BD,"2024-02-19 14:00:03.910",1,10446,2
OPSSYS_BD,"2024-02-19 14:00:03.920",2,10446,2
OPSSYS_BD,"2024-02-19 14:00:03.927",3,10446,2
OPSSYS_BD,"2024-02-19 14:00:03.930",1,10447,2
OPSSYS_BD,"2024-02-19 14:00:03.930",2,10447,2
OPSSYS_BD,"2024-02-19 14:00:03.933",3,10447,2
OPSSYS_BD,"2024-02-19 14:00:03.937",1,10456,2
OPSSYS_BD,"2024-02-19 14:00:03.937",2,10456,2
OPSSYS_BD,"2024-02-19 14:00:03.940",3,10456,2
OPSSYS_BD,"2024-02-19 14:00:03.940",1,10457,2
OPSSYS_BD,"2024-02-19 14:00:03.943",2,10457,2
OPSSYS_BD,"2024-02-19 14:00:03.943",3,10457,2
OPSSYS_BD,"2024-02-19 14:00:03.970",1,10490,2
OPSSYS_BD,"2024-02-19 14:00:03.980",2,10490,2
OPSSYS_BD,"2024-02-19 14:00:03.983",3,10490,2
OPSSYS_BD,"2024-02-19 14:00:04.007",1,10491,2
OPSSYS_BD,"2024-02-19 14:00:04.037",2,10491,2
OPSSYS_BD,"2024-02-19 14:00:04.043",3,10491,2
OPSSYS_BD,"2024-02-19 14:00:04.043",1,10492,2
OPSSYS_BD,"2024-02-19 14:00:04.047",2,10492,2
OPSSYS_BD,"2024-02-19 14:00:04.047",3,10492,2
OPSSYS_BD,"2024-02-19 14:00:04.050",1,10503,2
OPSSYS_BD,"2024-02-19 14:00:04.050",2,10503,2
OPSSYS_BD,"2024-02-19 14:00:04.053",3,10503,2
OPSSYS_BD,"2024-02-19 14:00:04.053",1,10507,2
OPSSYS_BD,"2024-02-19 14:00:04.057",2,10507,2
OPSSYS_BD,"2024-02-19 14:00:04.057",3,10507,2
OPSSYS_BD,"2024-02-19 14:00:04.060",1,10506,2
OPSSYS_BD,"2024-02-19 14:00:04.067",2,10506,2
OPSSYS_BD,"2024-02-19 14:00:04.087",3,10506,2
OPSSYS_BD,"2024-02-19 14:00:04.093",1,10458,2
OPSSYS_BD,"2024-02-19 14:00:04.093",2,10458,2
OPSSYS_BD,"2024-02-19 14:00:04.097",3,10458,2
NULL,NULL,2,10541,1
NULL,NULL,3,10541,1
NULL,NULL,1,10541,1
